Date,Winner,gofpval_student,gofpval_bb7,lam_emp,actual_returns,lam_student,lam_student_ci_lo,lam_student_ci_hi,lam_bb7,lam_bb7_ci_lo,lam_bb7_ci_hi,es_student,es_bb7
2015-05-22,student,1.0,1.0,0.11344678011344678,-0.554657337563845,0.12766666666666668,0.08341675008341674,0.1901901901901902,0.153,0.09676343009676343,0.22022022022022023,-2.494292152989072,-2.5296822957976657
2015-05-25,student,1.0,1.0,0.11344678011344678,-1.58095843578943,0.132,0.08341675008341674,0.1901901901901902,0.15233333333333332,0.09676343009676343,0.21688355021688355,-2.4988405089214765,-2.550416270208818
2015-05-26,student,1.0,1.0,0.11344678011344678,-0.4620861091214525,0.13566666666666669,0.08341675008341676,0.1901901901901902,0.16,0.09676343009676343,0.22022022022022023,-2.644249517258404,-2.7076642247378366
2015-05-27,student,1.0,1.0,0.11344678011344678,-1.4304193913943424,0.14633333333333334,0.08341675008341676,0.19027360694027354,0.164,0.09676343009676343,0.22022022022022023,-2.446194466076359,-2.476319568322758
2015-05-28,student,1.0,1.0,0.10677344010677342,0.9565634536101898,0.13766666666666666,0.08341675008341676,0.19027360694027354,0.15566666666666665,0.09676343009676343,0.21688355021688355,-2.6727199490955247,-2.7135985779523035
2015-05-29,student,1.0,1.0,0.10343677010343676,0.3821380011399226,0.12466666666666666,0.08341675008341674,0.1901901901901902,0.14233333333333334,0.09676343009676343,0.21688355021688355,-2.5524656702327384,-2.61399898213159
2015-06-01,student,1.0,1.0,0.10677344010677342,0.4144652730402825,0.118,0.08341675008341674,0.1901901901901902,0.136,0.09676343009676343,0.21688355021688355,-2.6261654670307744,-2.6618609560635482
2015-06-02,student,1.0,1.0,0.10343677010343676,-2.6608635253430704,0.12966666666666668,0.08008008008008008,0.18693693693693686,0.14533333333333334,0.09676343009676343,0.21688355021688355,-2.6978628457720837,-2.7511912702464665
2015-06-03,student,1.0,1.0,0.10677344010677342,-1.872172014017385,0.13233333333333333,0.08341675008341674,0.1901901901901902,0.1486666666666667,0.09676343009676343,0.22022022022022023,-2.953100501557625,-3.027184836406492
2015-06-04,student,1.0,1.0,0.10677344010677342,-0.46939516185467256,0.126,0.08341675008341674,0.1901901901901902,0.147,0.09676343009676343,0.22022022022022023,-2.778957127880379,-2.8405999341808505
2015-06-05,student,1.0,1.0,0.10677344010677342,-0.49770950247895496,0.126,0.08341675008341674,0.1901901901901902,0.14633333333333332,0.09676343009676343,0.22022022022022023,-2.572483224531552,-2.6130327796264323
